No,中文文件名,文件大小,画面尺寸,视频时长,视频码率,文件路径,文件Root,文件名称
775,走向新中国, 604 MiB,720 * 576, 1h 33mn,903 Kbps,U-Z,,走向新中国.flv
776,走四方, 651 MiB,1280 * 720, 1h 40mn,903 Kbps,U-Z,,走四方.flv
777,走过严冬, 592 MiB,720 * 448, 1h 31mn,902 Kbps,U-Z,,走过严冬.flv
778,赵一曼, 312 MiB,720 * 576, 1h 32mn,473 Kbps,U-Z,,赵一曼.flv
779,赵小兰, 330 MiB,720 * 576, 51mn 8s,903 Kbps,U-Z,,赵小兰.flv
780,越位者, 588 MiB,1280 * 720, 1h 31mn,903 Kbps,U-Z,,越位者.flv
781,辛亥革命, 726 MiB,1920 * 894, 1h 52mn,903 Kbps,U-Z,,辛亥革命.flv
782,辛弃疾铁血传奇, 576 MiB,1920 * 1094, 1h 29mn,903 Kbps,U-Z,,辛弃疾铁血传奇.flv
783,这决不是小事情, 407 MiB,720 * 576, 1h 3mn,903 Kbps,U-Z,,这决不是小事情.flv
784,远东间谍战, 713 MiB,1280 * 732, 1h 38mn,1007 Kbps,U-Z,,远东间谍战.flv
785,远方星火, 584 MiB,720 * 576, 1h 30mn,903 Kbps,U-Z,,远方星火.flv
786,远离人群的地方, 741 MiB,1280 * 732, 1h 42mn,1007 Kbps,U-Z,,远离人群的地方.flv
787,追捕野狼帮, 568 MiB,1920 * 1076, 1h 27mn,903 Kbps,U-Z,,追捕野狼帮.flv
788,追杀刑警, 673 MiB,1280 * 714, 1h 32mn,1012 Kbps,U-Z,,追杀刑警.flv
789,遥远的约定, 536 MiB,1280 * 720, 1h 23mn,901 Kbps,U-Z,,遥远的约定.flv
790,醉鬼张三, 632 MiB,1280 * 984, 1h 28mn,1004 Kbps,U-Z,,醉鬼张三.flv
791,重振精武门, 561 MiB,720 * 448, 1h 26mn,903 Kbps,U-Z,,重振精武门.flv
792,钟鸣寒山寺, 703 MiB,1280 * 832, 1h 37mn,1008 Kbps,U-Z,,钟鸣寒山寺.flv
793,锡城的故事, 612 MiB,720 * 576, 1h 34mn,903 Kbps,U-Z,,锡城的故事.flv
794,长城大决战, 513 MiB,720 * 448, 1h 22mn,873 Kbps,U-Z,,长城大决战.flv
795,长虹号起义, 701 MiB,1280 * 984, 1h 37mn,1006 Kbps,U-Z,,长虹号起义.flv
796,阴阳判官, 548 MiB,1280 * 720, 1h 24mn,903 Kbps,U-Z,,阴阳判官.flv
797,雨后, 725 MiB,1280 * 828, 1h 40mn,1007 Kbps,U-Z,,雨后.flv
798,雪国情仇, 469 MiB,1280 * 720, 1h 16mn,863 Kbps,U-Z,,雪国情仇.flv
799,雪海银山, 325 MiB,720 * 576, 50mn 22s,901 Kbps,U-Z,,雪海银山.flv
800,雾宅, 594 MiB,1280 * 702, 1h 32mn,903 Kbps,U-Z,,雾宅.flv
801,雾江奇案, 635 MiB,1280 * 720, 1h 38mn,902 Kbps,U-Z,,雾江奇案.flv
802,香港少爷, 330 MiB,720 * 448, 1h 37mn,473 Kbps,U-Z,,香港少爷.flv
803,香魂女, 727 MiB,1280 * 744, 1h 40mn,1011 Kbps,U-Z,,香魂女.flv
